Group,Crop Name,Variety Name,Pack Shots,English,Marathi,Hindi,Remark
Vegetables,Cowpea,Gold-309,,"Improved Cowpea Gold-309
Features

Plant type : Long Strong and vigorous
Duration (DAS) : 100-110 
Pod Colour : Attractive Dark Green 
Pod Length (cm) : 07-09
POD Surface : Moderate Wrinkles
First Picking (DAT) : 45-50
Utility : Green (Fresh) & Dry grains  
Yield Potential : Excellent
Sowing Season : Kharif & Summer

Key Features
Good for fresh green pods & grain
long pod & cluster of 2-3 pod bearing 
Dark green shiny pod color 
Good taste & keeping  quality

Seed Rate : 3-4 kg/Acre","सुधारित चवळी गोल्ड-३०९
 वैशिष्ट्ये
 
 झाडाचा प्रकार : लांब मजबूत आणि जोमदार
 कालावधी (लागवडीनंतर): १००-११०
 शेंगांचा रंग : आकर्षक गडद हिरवा
 शेंगांची लांबी (सेमी) : ०७-०९
 शेंगांचा पृष्ठभाग : मध्यम सुरकुत्या
 पहिली वेचणी (DAT): ४५-५०
 उपयुक्तता : हिरवी (ताजी) आणि सुकी धान्ये
 उत्पादन क्षमता : उत्कृष्ट
 पेरणीचा हंगाम : खरीप आणि उन्हाळा
 
 महत्वाची वैशिष्टे
 ताज्या हिरव्या शेंगा आणि धान्यांसाठी चांगले
 लांब शेंगा आणि २-३ शेंगांचा समूह
 गडद हिरव्या चमकदार शेंगांचा रंग
 चांगली चव आणि टिकवण्याची गुणवत्ता
 
 बियाण्याचे प्रमाण : ३-४ किलो/एकर","उन्नत लोबिया गोल्ड-309
 विशेषताएँ
 
 पौधे का प्रकार : लंबा और मजबूत पौधा 
 अवधि (बौनी के बाद) : 100-110
 फली का रंग : आकर्षक गहरा हरा
 फली की लंबाई (सेमी) : 07-09
 फली की सतह : मध्यम झुर्रियाँ
 पहली तुड़ाई (डीएटी) : 45-50
 उपयोगिता : हरा (ताजा) और सूखा अनाज
 उपज क्षमता : उत्कृष्ट
 बुवाई का मौसम : खरीफ और गर्मी
 
 मुख्य विशेषताएँ
 ताज़ी हरी फली और अनाज के लिए अच्छा
 लंबी फली और 2-3 फली का समूह
 गहरे हरे रंग की चमकदार फली
 अच्छा स्वाद और गुणवत्ता बनाए रखना
 
 बीज दर : 3-4 किलोग्राम/एकड़",
Vegetables,Cucumber,Gold-403,,"Hybrid Cucumber Gold-403
Features

Maturity Duration (DAS) : 45-50
Fruit Color : Attractive Dark Green
Fruit Shape : Long cylindrical 
Fruit Length (cm) : 15-20
Avg. Fruit Weight (gm) : 120-130
First Picking (DAS) : 45-50
Yield Potential : Excellent
Sowing Season : Kharif & Summer

Key Features
Attractive dark green, crispy, uniform straight  fruits 
Very early bulker &  High yield potential 
Fetches good price in the market because of attractive colour
Capable for continuous fruit bearing for long term.
Good tolerance to powdery mildew & downy mildew.

Seed Rate : 200-300 gm /Acre","हायब्रिड काकडी गोल्ड-४०३
 वैशिष्ट्ये
 
 पक्वता कालावधी (DAS) : ४५-५०
 फळांचा रंग : आकर्षक गडद हिरवा
 फळांचा आकार : लांब दंडगोलाकार
 फळांची लांबी (सेमी) : १५-२०
 फळांचे सरासरी वजन (ग्रॅम) : १२०-१३०
 पहिली वेचणी (DAS) : ४५-५०
 उत्पादन क्षमता : उत्कृष्ट
 पेरणीचा हंगाम : खरीप आणि उन्हाळा
 
 महत्वाची वैशिष्टे
 आकर्षक गडद हिरवी, कुरकुरीत, एकसारखी सरळ फळे
 खूप लवकर वाढणारी आणि जास्त उत्पादन क्षमता
 आकर्षक रंगामुळे बाजारात चांगली किंमत मिळते
 दीर्घकाळ सतत फळे देण्यास सक्षम.
 पावडर फफूंदी आणि केवडा बुरशीला चांगली सहनशीलता.
 
 बियाण्याचा दर : २००-३०० ग्रॅम/एकर","हाइब्रिड खीरा गोल्ड-403
 विशेषताएँ
 
 परिपक्वता अवधि (डीएएस) : 45-50
 फल का रंग : आकर्षक गहरा हरा
 फल का आकार : लंबा बेलनाकार
 फल की लंबाई (सेमी) : 15-20
 औसत फल वजन (ग्राम) : 120-130
 पहली तुड़ाई (डीएएस) : 45-50
 उपज क्षमता : उत्कृष्ट
 बुवाई का मौसम : खरीफ और गर्मी
 
 मुख्य विशेषताएँ
 आकर्षक गहरे हरे, कुरकुरे, एक समान सीधे फल
 बहुत जल्दी फल देने वाले और उच्च उपज क्षमता
 आकर्षक रंग के कारण बाजार में अच्छी कीमत मिलती है
 लंबे समय तक लगातार फल देने में सक्षम।
 पाउडरी फफूंद और डाउनी फफूंद के प्रति अच्छी सहनशीलता।
 
 बीज दर : 200-300 ग्राम/एकड़",
Vegetables,Okra,Gold-207,,"Improved Okra Gold-207
Features

Plant Height (cm) : 160-180 
First Picking (Days Aafter Sowing) : 50-52
Fruit Colour : Dark Green
Fruit Length (cm) : 08-11
Ridges : Five, Prominent
Yield Potential : 50-55 Qtl/Acre
Disease Reaction : Tolerant toYVMV & OELCV 

Key Features
High Yielding improved variety 
Attractive dark green fruit colour & short tip
Capabale to continuous fruit bearing for long duration
Tolerant to YVMV & OELCV virus 

Seed Rate : 1.2-1.4 kg/Acre","सुधारित भेंडी गोल्ड-२०७
 वैशिष्ट्ये
 
 झाडाची उंची (सेमी) : १६०-१८०
 पहिली तोडणी (लागवडीनंतर): ५०-५२
 फळांचा रंग: गडद हिरवा
 फळांची लांबी (सेमी): ०८-११
 कडा: पाच, प्रमुख
 उत्पादन क्षमता: ५०-५५ क्विंटल/एकर
 रोगाचा प्रतिकार: YVMV आणि OELCV ला सहनशील
 
 महत्वाची वैशिष्टे
 उच्च उत्पादन देणारी सुधारित जात
 आकर्षक गडद हिरवे फळ आणि लहान टोक
 दीर्घ कालावधीसाठी सातत्यपूर्ण फळ देण्यास सक्षम
 YVMV आणि OELCV विषाणूंना सहनशील
 
 बियाण्याचे प्रमाण: १.२-१.४ किलो/एकर","उन्नत भिंडी गोल्ड-207
 विशेषताएँ
 
 पौधे की ऊँचाई (सेमी) : 160-180
 पहली तुड़ाई (बुवाई के बाद) : 50-52
 फल का रंग : गहरा हरा
 फल की लंबाई (सेमी) : 08-11
 रिज : पाँच, प्रमुख
 उपज क्षमता : 50-55 क्विंटल/एकड़
 रोग प्रतिक्रिया : YVMV और OELCV के प्रति सहनशील
 
 प्रमुख विशेषताऐं
 उच्च उपज देने वाली उन्नत किस्म
 आकर्षक गहरे हरे रंग का फल और छोटी नोक
 लंबी अवधि तक लगातार फल देने में सक्षम
 YVMV और OELCV वायरस के प्रति सहनशील
 
 बीज दर : 1.2-1.4 किलोग्राम/एकड़",
Vegetables,Okra,Gold-201,,"Hybrid Okra Gold-201
Features

Plant Height (cm) : 150-160 
First Picking (DAS) : 47-50
Fruit Colour : Dark Green
Fruit Length (cm) : 09-12
Ridges : Five, Prominent
Yield Potential : 60-65 Qtl/Acre
Disease Reaction : Tolerant to YVMV & OELCV

Key Features
Attractive dark green fruit colour & short tip
Capable for continuous fruit bearing for long term 
Virus tolerant to YVMV & OELCV
No seediness/bulging and Wider Adaptability, 
Short Internode distance and  high yield potential

Seed Rate : 1.2-1.4 kg/Acre
","संकरित भेंडी गोल्ड-२०१
 वैशिष्ट्ये
 
 झाडाची उंची (सेमी): १५०-१६०
 पहिली तोडणी (लागवडीनंतर) : ४७-५०
 फळांचा रंग: गडद हिरवा
 फळांची लांबी (सेमी): ०९-१२
 कडा: पाच, प्रमुख
 उत्पादन क्षमता: ६०-६५ क्विंटल/एकर
 रोगाचा प्रतिकार: YVMV आणि OELCV ला सहनशील
 
 महत्वाची वैशिष्टे
 आकर्षक गडद हिरवे फळ आणि लहान टोक
 दीर्घ कालावधीसाठी सतत फळ देण्यास सक्षम.
 YVMV आणि OELCV ला विषाणू सहनशील
 बियाणे/फुगवटा नसणे आणि विस्तृत अनुकूलता,
 नोडमधील लहान अंतर आणि उच्च उत्पन्न क्षमता
 
 बियाण्याचे प्रमाण: १.२-१.४ किलो/एकर","हाइब्रिड भिंडी गोल्ड-201
 विशेषताएँ
 
 पौधे की ऊँचाई (सेमी) : 150-160
 पहली तुड़ाई (डीएएस) : 47-50
 फल का रंग : गहरा हरा
 फल की लंबाई (सेमी) : 09-12
 रिज : पाँच, प्रमुख
 उपज क्षमता : 60-65 क्विंटल/एकड़
 रोग प्रतिक्रिया : YVMV और OELCV के प्रति सहनशील
 
 प्रमुख विशेषताऐं
 आकर्षक गहरे हरे रंग का फल और छोटी नोक
 लंबे समय तक लगातार फल देने में सक्षम
 YVMV और OELCV के प्रति वायरस सहनशील
 कोई बीज नहीं/उभार और व्यापक अनुकूलनशीलता,
 छोटी इंटरनोड दूरी और उच्च उपज क्षमता
 
 बीज दर : 1.2-1.4 किग्रा/एकड़",
Vegetables,Onion,Gold-888,,"Improved Onion Gold-888
Features

Duration (DAT): 120-130
Bulb Colour: Attractive light red colour
Bulb Shape & Skin: Globular Shape With tight Skin
Avg. Bulb Weight (gm..): 80-100
Firmness of Flesh: Strong
Storage capacity: Good
Yield Potential: 120-130 Q/Acre
Disease Reaction: Tolerance to purple blotch
Sowing Season: Rabi & Summer 
Key Features
Attractive shape &  light red colour bulb.
Good keeping quality & Thin neck of bulbs.
High yield potential and uniformity.
Lower twins & bolters.

Seed Rate: 2.0-2.5 kg/Acre","सुधारित कांदा गोल्ड-८८८
 वैशिष्ट्ये
 
 कालावधी (DAT) : १२०-१३० 
 कंदांचा रंग : आकर्षक फिकट लाल रंग
 कंदांचा आकार आणि त्वचा : घट्ट त्वचेसह गोलाकार आकार
 सरासरी कांदा  वजन (ग्रॅम) : ८०-१०० 
 मांसाची घट्टपणा : मजबूत
 साठवण क्षमता : चांगली
 उत्पादन क्षमता : १२०-१३० क्विंटल/एकर
 रोग प्रतिक्रिया : जांभळ्या डागांना सहनशीलता
 पेरणीचा हंगाम : रब्बी आणि उन्हाळा
 
 महत्वाची वैशिष्टे
 आकर्षक आकार आणि फिकट लाल रंगाचा कांदा.
 चांगली साठवणूक क्षमता आणि पातळ मानेचा कांदा.
 उच्च उत्पादन क्षमता आणि एकसारखेपणा.
 कमी जुळे आणि बोल्टर्स.
 
 बियाण्याचे प्रमाण : २.५-३ किलो/एकर","सुधारित प्याज गोल्ड-888
 विशेषताएँ
 
 अवधि (डीएटी) : 120-130 
 कंदों का रंग : आकर्षक हल्का लाल रंग
 कंद का आकार और त्वचा: मोटी त्वचा के साथ गोल आकार
 औसत कंद वजन (ग्राम): 80-100 
 मांस की दृढ़ता: मजबूत
 भंडारण क्षमता: अच्छा
पज क्षमता : 120-130 क्विंटल/एकड़
 रोग प्रतिक्रिया : बैंगनी दाग ​​के प्रति सहनशीलता
 बुआई का मौसम: रबी और ग्रीष्म

महत्वपूर्ण विशेषताएं
 आकर्षक आकार और हल्के लाल रंग का प्याज।
 अच्छी भंडारण क्षमता और पतली गर्दन वाला प्याज।
 उच्च उत्पादकता और एकरूपता.
 कम जुड़वाँ और बोल्टर।
 
 बीज दर: 2.5-3 किग्रा/एकड़",
Vegetables,Onion,Gold-853,,"Improved Onion Gold-853
Features

Duration (DAT) : 85-90
Bulb Colour : Attractive dark red colour
Bulb Shape & Skin : Globular Shape With tight Skin
Avg. Bulb Weight (gm.) : 70-80
Firmness of Flesh : Strong
Storage capacity : Good
Yield Potential : 120-130 Q/Acre
Disease Reaction : Tolerance to purple blotch
Sowing Season : Kharif : May to July.

Key Features
Attractive shape &  dark red colour bulb.
Good keeping quality & Thin neck of bulbs.
High yield potential and uniformity.
Lower twins & bolters.

Seed Rate : 2.0-2.5 kg/Acre","सुधारित कांदा गोल्ड-८५३
 वैशिष्ट्ये
 
 कालावधी (DAT) : ८५-९०
 कंदांचा रंग : आकर्षक गडद लाल रंग
 कंदांचा आकार आणि त्वचा : घट्ट त्वचेसह गोलाकार आकार
 सरासरी कंद वजन (ग्रॅम) : ७०-८०
 मांसाची घट्टपणा : मजबूत
 साठवण क्षमता : चांगली
 उत्पादन क्षमता : १२०-१३० क्विंटल/एकर
 रोग प्रतिक्रिया : जांभळ्या डागांना सहनशीलता
 पेरणीचा हंगाम : खरीप : मे ते जुलै.
 
 महत्वाची वैशिष्टे
 आकर्षक आकार आणि गडद लाल रंगाचा कंद.
 चांगली देखभाल गुणवत्ता आणि कंदांची पातळ मान.
 उच्च उत्पादन क्षमता आणि एकसारखेपणा.
 कमी जुळे आणि बोल्टर्स.
 
 बियाण्याचे प्रमाण : २.५-३ किलो/एकर","उन्नत प्याज गोल्ड-853
 विशेषताएँ
 
 अवधि (DAT) : 85-90
 बल्ब का रंग : आकर्षक गहरा लाल रंग
 बल्ब का आकार और त्वचा : गोलाकार आकार, कसी हुई त्वचा के साथ
 बल्ब का औसत वजन (ग्राम) : 70-80
 मांस की दृढ़ता : मजबूत
 भंडारण क्षमता : अच्छी
 उपज क्षमता : 120-130 क्विंटल/एकड़
 रोग प्रतिक्रिया : बैंगनी धब्बा के प्रति सहनशीलता
 बुवाई का मौसम : खरीफ : मई से जुलाई।
 
 मुख्य विशेषताएँ
 आकर्षक आकार और गहरे लाल रंग का बल्ब।
 अच्छी रखरखाव गुणवत्ता और बल्ब की पतली गर्दन।
 उच्च उपज क्षमता और एकरूपता।
 कम जुड़वां और बोल्टर।
 
 बीज दर : 2.0-2.5 किग्रा/एकड़",
Vegetables,Onion,Gold-877,,"Improved Onion Gold-877
Features

Duration (DAT) : 120-130
Bulb Colour : Attractive  Light red
Bulb Shape & Skin : Globular Shape With tight Skin
Avg. Bulb Weight (gm.) : 70-80
Firmness of Flesh : Strong
Storage capacity : Very Good
Yield Potential : 120-130 Q/Acre
Disease Reaction : Tolerant to 
Sowing Season : Rabi & Summer 

Key Features
Attractive shape &  Light red colour bulb.
Good storage capacity & Thin neck of bulbs.
High yield potential and uniformity.
Lower twins & bolters.

Seed Rate : 2.0-2.5 kg/Acre","सुधारित कांदा गोल्ड-८७७
 वैशिष्ट्ये
 
 कालावधी (DAT) : १२०-१३०
 कंदांचा रंग : आकर्षक हलका लाल
 कंदांचा आकार आणि त्वचा : घट्ट त्वचेसह गोलाकार आकार
 सरासरी कंद वजन (ग्रॅम) : ७०-८०
 मांसाची घट्टपणा : मजबूत
 साठवण क्षमता : खूप चांगले
 उत्पादन क्षमता : १२०-१३० क्विंटल/एकर
 रोग प्रतिक्रिया : जांभळ्या डागांना सहनशील
 पेरणीचा हंगाम : रब्बी आणि उन्हाळा
 
 महत्वाची वैशिष्टे
 आकर्षक आकार आणि हलक्या लाल रंगाचा कंद.
 चांगली साठवण क्षमता आणि कंदांची पातळ मान.
 उच्च उत्पादन क्षमता आणि एकसारखेपणा.
 कमी जुळे आणि बोल्टर्स.
 
 बियाण्याचे प्रमाण : २.०-२.५ किलो/एकर","उन्नत प्याज गोल्ड-877
 विशेषताएँ
 
 अवधि (DAT) : 120-130
 बल्ब का रंग : आकर्षक हल्का लाल
 बल्ब का आकार और त्वचा : गोलाकार आकार, कसी हुई त्वचा के साथ
 बल्ब का औसत वजन (ग्राम) : 70-80
 मांस की दृढ़ता : मजबूत
 भंडारण क्षमता : बहुत अच्छी
 उपज क्षमता : 120-130 क्विंटल/एकड़
 रोग प्रतिक्रिया : बैंगनी धब्बा के प्रति सहनशील
 बुवाई का मौसम : रबी और गर्मी
 
 मुख्य विशेषताएँ
 आकर्षक आकार और हल्के लाल रंग का बल्ब।
 अच्छी भंडारण क्षमता और बल्ब की पतली गर्दन।
 उच्च उपज क्षमता और एकरूपता।
 कम जुड़वां और बोल्टर।
 
 बीज दर : 2.0-2.5 किग्रा/एकड़",
Vegetables,Pea,Gold-10,,"Improved Pea Gold-10
Features

Plant type : Semi Erect
Maturity Days (DAS) : 70-75
Pod Colour : Attractive Dark Green 
Grain Per Pod : 8-10
Segment : Pencil type
Utility : Fresh Green
Yield Potential : Excellent
Disease Reaction : Tolerant to powdery mildew
Sowing Season : Rabi Season  

Key Features
Good for fresh green  market 
Uniform pod & sweet in taste
Suitable for Rabi & high yielding variety
Good foliage & Disease tolerance

Seed Rate : 30-40 kg/Acre","सुधारित वटाणा गोल्ड-१०
 वैशिष्ट्ये
 
 वनस्पतीचा प्रकार: अर्ध ताठ
 पक्वता दिवस (DAS): ७०-७५
 शेंगांचा रंग: आकर्षक गडद हिरवा
 प्रति शेंग धान्य: ८-१०
 खंड: पेन्सिल प्रकार
 उपयुक्तता: ताजी हिरवी
 उत्पादन क्षमता: उत्कृष्ट
 रोग प्रतिक्रिया: भुरीला सहनशील
 पेरणीचा हंगाम: रब्बी हंगाम
 
 महत्वाची वैशिष्टे
 ताज्या हिरव्या बाजारपेठेसाठी चांगले
 एकसमान शेंग आणि चवीला गोड
 रब्बी आणि उच्च उत्पन्न देणाऱ्या जातीसाठी योग्य
 चांगली पाने आणि रोग सहनशील
 
 बियाण्याचे प्रमाण : ३०-४० किलो/एकर","उन्नत मटर गोल्ड-10
 विशेषताएँ
 
 पौधे का प्रकार : अर्ध सीधा
 परिपक्वता के दिन (डीएएस): 70-75
 फली का रंग : आकर्षक गहरा हरा
 प्रति फली अनाज : 8-10
 खंड : पेंसिल प्रकार
 उपयोगिता : ताजा हरा
 उपज क्षमता : उत्कृष्ट
 रोग प्रतिक्रिया : पाउडरी फफूंद के प्रति सहनशील
 बुवाई का मौसम : रबी का मौसम
 
 मुख्य विशेषताएँ
 ताजा हरा बाजार के लिए अच्छा
 एकसमान फली और स्वाद में मीठा
 रबी और उच्च उपज देने वाली किस्म के लिए उपयुक्त
 अच्छी पत्तियां और रोग सहनशीलता
 
 बीज दर : 30-40 किग्रा/एकड़",
Vegetables,Radish,Gold-20 Pratham,,"Improved Radish Gold-20
Features

Maturity (DAS) : 40-45
Radish Color : White
Radish Length (cm) : 25-30
Radish Diameter : 3-5
Avg. Root Weight (gm.) : 130-140
Root Shape : Long tapering
Yield Potential : Excellent
Disease Reaction : Tolerant to Root rot
Sowing Season : Rabi: 15th Aug.  To Dec. (Mino Early)

Key Features
Attractive white root color & shape.
Attractive root uniformity.
Crispy & medium Pungent.
High yield potential & tolerant to root rot and blotting.

Seed Rate : 1.0-1.2 kg/Acre","सुधारित मुळा गोल्ड-२०
 वैशिष्ट्ये
 
 परिपक्वता (DAS) : ४०-४५
 मुळ्याचा रंग : पांढरा
 मुळ्याची लांबी (सेमी) : २५-३०
 मुळ्याचा व्यास : ३-५
 सरासरी मुळांचे वजन (ग्रॅम) : १३०-१४०
 मुळांचा आकार : लांब निमुळता होणारा
 उत्पन्न क्षमता : उत्कृष्ट
 रोग प्रतिक्रिया : मुळांच्या कुजण्यास सहनशील
 पेरणीचा हंगाम : रब्बी: १५ ऑगस्ट ते डिसेंबर (मिनो अर्ली)
 
 महत्वाची वैशिष्टे
 आकर्षक पांढरे मुळांचा रंग आणि आकार.
 आकर्षक मुळांची एकरूपता.
 खुसखुशीत आणि मध्यम तिखट.
 उच्च उत्पादन क्षमता आणि मुळांच्या कुजण्यास आणि डाग पडण्यास सहनशील.
 
 बियाण्याचे प्रमाण : १.०-१.२ किलो/एकर","उन्नत मूली गोल्ड-20
 विशेषताएँ
 
 परिपक्वता (डीएएस): 40-45
 मूली का रंग: सफ़ेद
 मूली की लंबाई (सेमी): 25-30
 मूली का व्यास: 3-5
 औसत जड़ का वजन (ग्राम): 130-140
 जड़ का आकार: लंबी पतली
 उपज क्षमता: उत्कृष्ट
 रोग प्रतिक्रिया: जड़ सड़न के प्रति सहनशील
 बुवाई का मौसम: रबी: 15 अगस्त से दिसंबर (मिनो अर्ली)
 
 मुख्य विशेषताएँ
 आकर्षक सफ़ेद जड़ का रंग और आकार।
 आकर्षक जड़ एकरूपता।
 कुरकुरा और मध्यम तीखा।
 उच्च उपज क्षमता और जड़ सड़न और धब्बा के प्रति सहनशील।
 
 बीज दर : 1.0-1.2 किग्रा/एकड़",
Vegetables,Radish,Gold-60 Raj,,"Improved Radish Gold-60
Features

Maturity (DAS) : 35-40
Radish Color : White
Radish Length (cm) : 20-25
Radish Diameter : 3-5
Avg. Root Weight (gm.) : 120-150
Root Shape : Long tapering
Yield Potential : Excellent
Disease Reaction : Tolerant to Root rot
Sowing Season : Kharif – May to Aug (Palak Patta)

Key Features
Attractive white root color & shape.
Attractive root uniformity.
Crispy & Mild Pungent.
High yield potential & tolerant to root rot and blotting.

Seed Rate : 1.0-1.2 kg/Acre","सुधारित मुळा गोल्ड-६०
 वैशिष्ट्ये
 
 परिपक्वता (DAS) : ३५-४०
 मुळ्याचा रंग : पांढरा
 मुळ्याची लांबी (सेमी) : २०-२५
 मुळ्याचा व्यास : ३-५
 सरासरी मुळांचे वजन (ग्रॅम) : १२०-१५०
 मुळांचा आकार : लांब निमुळता होणारा
 उत्पन्न क्षमता : उत्कृष्ट
 रोग प्रतिक्रिया : मुळांच्या कुजण्यास सहनशील
 पेरणीचा हंगाम : खरीप - मे ते ऑगस्ट (पालक पट्टा)
 
 महत्वाची वैशिष्टे
 आकर्षक पांढरे मुळांचा रंग आणि आकार.
 आकर्षक मुळांची एकरूपता.
 खुपकट आणि सौम्य तिखट.
 उच्च उत्पादन क्षमता आणि मुळांच्या कुजण्यास आणि डाग पडण्यास सहनशील.
 
 बियाण्याचे प्रमाण : १.०-१.२ किलो/एकर","उन्नत मूली गोल्ड-60
 विशेषताएँ
 
 परिपक्वता (डीएएस): 35-40
 मूली का रंग: सफ़ेद
 मूली की लंबाई (सेमी): 20-25
 मूली का व्यास: 3-5
 औसत जड़ का वजन (ग्राम): 120-150
 जड़ का आकार: लंबी पतली
 उपज क्षमता: उत्कृष्ट
 रोग प्रतिक्रिया: जड़ सड़न के प्रति सहनशील
 बुवाई का मौसम: खरीफ - मई से अगस्त (पालक पत्ता)
 
 मुख्य विशेषताएँ
 आकर्षक सफ़ेद जड़ का रंग और आकार।
 आकर्षक जड़ एकरूपता।
 कुरकुरा और हल्का तीखा।
 उच्च उपज क्षमता और जड़ सड़न और धब्बा के प्रति सहनशील।
 
 बीज दर : 1.0-1.2 किग्रा/एकड़",
Vegetables,Ridge Gourd,Gold-901 (Vishwas),,"Hybrid Ridge Gourd Gold-901 (Vishwas)
Features

Duration (DAT) : 115-120
Fruit Color : Attractive Dark Green
Fruit Shape : Long
Fruit Length (cm) : 20-25
Avg. Fruit Weight (gm) : 100-120
First Picking (DAT) : 45-50
Yield Potential : Excellent
Sowing Season : Kharif/Rabi /Summer

Key Features
Attractive Dark Greeen Fruit Colour,  Uniform Straight  Fruit Shape.
Good Firmness, Shelf life and quality fruits 
Capable for continuous fruit bearing for long term.
Good tolerance to powdery mildew & downy mildew.

Seed Rate : 500-600 gm/Acre","हाइब्रिड दोडके गोल्ड-901 (विश्वास)
 वैशिष्ट्ये
 
 कालावधी (DAT) : ११५-१२०
 फळांचा रंग : आकर्षक गडद हिरवा
 फळांचा आकार : लांब
 फळांची लांबी (सेमी) : २०-२५
 सरासरी फळांचे वजन (ग्रॅम) : १००-१२०
 पहिली वेचणी (DAT) : ४५-५०
 उत्पादन क्षमता : उत्कृष्ट
 पेरणीचा हंगाम : खरीप/रब्बी/उन्हाळा
 
 महत्वाची वैशिष्टे 
 आकर्षक गडद हिरवा फळांचा रंग, एकसारखा सरळ फळांचा आकार.
 चांगली घट्टपणा, साठवणूक कालावधी आणि दर्जेदार फळे
 दीर्घकाळ सतत फळे देण्यास सक्षम.
 पावडर फफूंदी आणि केवडा बुरशीला चांगली सहनशीलता.
 
 बियाण्याचे प्रमाण : ५००-६०० ग्रॅम/एकर","हाइब्रिड तुरई गोल्ड-901 (विश्वास)
 विशेषताएँ
 
 अवधि (DAT) : 115-120
 फल का रंग : आकर्षक गहरा हरा
 फल का आकार : लंबा
 फल की लंबाई (सेमी) : 20-25
 औसत फल का वजन (ग्राम) : 100-120
 पहली तुड़ाई (DAT) : 45-50
 उपज क्षमता : उत्कृष्ट
 बुवाई का मौसम : खरीफ/रबी/ग्रीष्म
 
 मुख्य विशेषताएँ
 आकर्षक गहरा हरा फल का रंग, एक समान सीधा फल का आकार।
 अच्छी दृढ़ता, शेल्फ लाइफ और गुणवत्तापूर्ण फल
 लंबे समय तक लगातार फल देने में सक्षम।
 पाउडरी फफूंद और डाउनी फफूंद के प्रति अच्छी सहनशीलता।
 
 बीज दर : 500-600 ग्राम/एकड़",
Vegetables,Ridge Gourd,Gold-905 (Asmita),,"Hybrid Ridge Gourd Gold-905 (Asmita)
Features

Duration (DAT) : 115-120
Fruit Color : Attractive Dark Green
Fruit Shape : Long
Fruit Length (cm) : 30-35
Avg. Fruit Weight (gm) : 120-130
First Picking (DAT) : 45-50
Yield Potential : Excellent
Sowing Season : Kharif/Rabi/Summer

Key Features
Attractive Dark Greeen Fruit Colour,  Uniform Straight  Fruit Shape.
Good Firmness, Shelf life and quality fruits 
Capable for continuous fruit bearing for long term.
Good tolerance to powdery mildew & downy mildew.

Seed Rate : 500-600 gm/Acre","हाइब्रिड दोडके गोल्ड-905 (अस्मिता)
 वैशिष्ट्ये
 
 कालावधी (DAT) : ११५-१२०
 फळांचा रंग : आकर्षक गडद हिरवा
 फळांचा आकार : लांब
 फळांची लांबी (सेमी) : ३०-३५
 सरासरी फळांचे वजन (ग्रॅम) : १२०-१३०
 पहिली वेचणी (DAT) : ४५-५०
 उत्पादन क्षमता : उत्कृष्ट
 पेरणीचा हंगाम : खरीप/रब्बी/उन्हाळा
 
 महत्वाची वैशिष्टे
 आकर्षक गडद हिरवा फळांचा रंग, एकसारखा सरळ फळांचा आकार.
 चांगली घट्टपणा, साठवणूक कालावधी आणि दर्जेदार फळे
 दीर्घकाळ सतत फळे देण्यास सक्षम.
 पावडर फफूंदी आणि केवडा बुरशीला चांगली सहनशीलता.
 
 बियाण्याचे प्रमाण : ५००-६०० ग्रॅम/एकर","हाइब्रिड तुरई गोल्ड-905 (अस्मिता)
 विशेषताएँ
 
 अवधि (DAT) : 115-120
 फल का रंग : आकर्षक गहरा हरा
 फल का आकार : लंबा
 फल की लंबाई (सेमी) : 30-35
 औसत फल का वजन (ग्राम) : 120-130
 पहली तुड़ाई (DAT) : 45-50
 उपज क्षमता : उत्कृष्ट
 बुवाई का मौसम : खरीफ/रबी/ग्रीष्म
 
 मुख्य विशेषताएँ
 आकर्षक गहरा हरा फल का रंग, एक समान सीधा फल का आकार।
 अच्छी दृढ़ता, शेल्फ लाइफ और गुणवत्तापूर्ण फल
 लंबे समय तक लगातार फल देने में सक्षम।
 पाउडर फफूंद और डाउनी फफूंद के प्रति अच्छी सहनशीलता।
 
 बीज दर : 500-600 ग्राम/एकड़",
